Sno	Code	Item Name	Qty	UOM	Rate	Value()	MainCat	SubCat
1	805	14 IDLY	446	NOS	105	49171.5	SOUTH INDIAN	IDLY VARIETIES
2	805	14 IDLY	169	NOS	120	18057.77	SOUTH INDIAN	IDLY VARIETIES
3	41129	300ML PULPY ORANGE	42	NOS	95.24	4200	RESALE	COOL DRINKS - II
4	41125	330 ML THUMS UP	37	NOS	66.67	2590.04	RESALE	COOL DRINKS
5	41124	330ML COKE	93	NOS	66.67	6510.15	RESALE	COOL DRINKS
6	41126	330ML FANTA	53	NOS	66.67	3710.04	RESALE	COOL DRINKS
7	41123	330ML SPRITE	47	NOS	66.67	3290.04	RESALE	COOL DRINKS
8	41130	330ML ZERO COKE	28	NOS	66.67	1960.03	RESALE	COOL DRINKS
9	24111	4 LINES SMALL GIFT BOX (500)	3	NOS	476.19	1500	SWEETS	SP-SWEETS
10	40381	A2B GHEE [200 ML]	9	NOS	160.71	1620	SWEETS	GHEE SWEETS [NOS]
11	40382	A2B GHEE [500 ML]	8	NOS	401.79	3600	SWEETS	GHEE SWEETS [NOS]
12	1868	A2B SPL BIRIYANI	60	NOS	245	15435	NORTH INDIAN	BASUMATI SPECIAL
13	1868	A2B SPL BIRIYANI	149	NOS	250	39112.5	NORTH INDIAN	BASUMATI SPECIAL
14	1868	A2B SPL BIRIYANI	130	NOS	280	30879.35	NORTH INDIAN	BASUMATI SPECIAL
15	905	A2B SPL SOUTH INDIAN MEALS	314	NOS	250	82425	SOUTH INDIAN	SOUTH INDIAN - MEAL VARIETIES
16	905	A2B SPL SOUTH INDIAN MEALS	53	NOS	260	14469	SOUTH INDIAN	SOUTH INDIAN - MEAL VARIETIES
17	905	A2B SPL SOUTH INDIAN MEALS	208	NOS	290	51677.14	SOUTH INDIAN	SOUTH INDIAN - MEAL VARIETIES
18	23048	AAB ANDARA MURUKU (100 GMS)	235	NOS	49.11	11607.59	SAVOURIES	PACKED - SAVOURIES
19	23049	AAB BUTTER MURUKU (100 GMS)	104	NOS	38.39	3615.38	SAVOURIES	PACKED - SAVOURIES
20	23049	AAB BUTTER MURUKU (100 GMS)	237	NOS	44.64	11847.5	SAVOURIES	PACKED - SAVOURIES
21	256	AAB JAMOON [SMALL TIN]	62	NOS	142.86	9300.04	SWEETS	SP-SWEETS
22	256	AAB JAMOON [SMALL TIN]	5	NOS	176.19	838.28	SWEETS	SP-SWEETS
23	255	AAB JAMOON [TIN BIG]	12	NOS	285.71	3600	SWEETS	SP-SWEETS
24	255	AAB JAMOON [TIN BIG]	2	NOS	352.38	740	SWEETS	SP-SWEETS
25	248	AAB RASAGULLA [SMALL TIN]	70	NOS	123.81	9100	SWEETS	SP-SWEETS
26	248	AAB RASAGULLA [SMALL TIN]	6	NOS	152.38	781.85	SWEETS	SP-SWEETS
27	247	AAB RASAGULLA [TIN BIG]	29	NOS	247.62	7540	SWEETS	SP-SWEETS
28	247	AAB RASAGULLA [TIN BIG]	2	NOS	304.76	522.85	SWEETS	SP-SWEETS
29	23052	AAB RIBBON PAKODA (100 GMS)	234	NOS	44.64	11700	SAVOURIES	PACKED - SAVOURIES
30	23052	AAB RIBBON PAKODA (100 GMS)	32	NOS	58.04	1706.9	SAVOURIES	PACKED - SAVOURIES
31	23671	AAB SPL GIFT HAMPER (GH-1)	3	NOS	1562.5	5250	SWEETS	GIFT PACK ASSORTED SWEETS
32	23676	AAB SPL GIFT HAMPER (GH-6)	1	NOS	1808.04	2025	SWEETS	GIFT PACK ASSORTED SWEETS
33	20462	AAB SPL GIFT HAMPER (GH-9)	2	NOS	796.61	1880	SWEETS	GIFT PACK ASSORTED SWEETS
34	94	AAB SPL MIXTURE	255	KGS	625	160650	SAVOURIES	SAVOURIES - MIXTURE ITEMS [KGS]
35	8570	AAB SPL MIXTURE 250GRAMS	233	NOS	156.25	40775	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
36	22920	AAB SPL MIXTURE( 100 GRAM NOS )	160	NOS	62.5	11200	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
37	22920	AAB SPL MIXTURE( 100 GRAM NOS )	45	NOS	80.36	3407.36	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
38	428	ADAI AVAIL	124	NOS	95	12354.04	CHAT	CHAT SPECIALITIES
39	8911	ADAI DOSA MIX [200GM]	6	NOS	59.32	420	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
40	8911	ADAI DOSA MIX [200GM]	4	NOS	76.27	299.25	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
41	8912	ADAI DOSA MIX [500GM]	4	NOS	127.12	600	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
42	8912	ADAI DOSA MIX [500GM]	1	NOS	161.02	136.4	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
43	242	AJMEER CAKE	45.33	KGS	666.67	31731	SWEETS	MILK SWEETS [KGS]
44	242	AJMEER CAKE	5	KGS	819.05	3629.69	SWEETS	MILK SWEETS [KGS]
45	1042	ALOO JEERA	1	NOS	230	241.5	NORTH INDIAN	SUBJEES
46	1528	ALOO PARATHA	112	NOS	105	12348	TANDOORI	TANDOORI BREAD
47	1528	ALOO PARATHA	77	NOS	130	8874.09	TANDOORI	TANDOORI BREAD
48	995	ALU GOBI MASALA	5	NOS	225	1181.25	NORTH INDIAN	SUBJEES
49	995	ALU GOBI MASALA	27	NOS	230	6520.5	NORTH INDIAN	SUBJEES
50	995	ALU GOBI MASALA	5	NOS	250	1072.05	NORTH INDIAN	SUBJEES
51	7355	ALU PALAK	1	NOS	225	236.25	NORTH INDIAN	PALAK
52	7355	ALU PALAK	3	NOS	230	724.5	NORTH INDIAN	PALAK
53	472	AMLA PICKLE [400 GM]	1	NOS	232.14	260	SAVOURIES	PICKLES
54	102	ANDHARA MURUKU	495	KGS	491.07	245024.29	SAVOURIES	SAVOURIES - MURUKKU ITEMS [KGS]
55	6890	ANDHRA AVAKKA PICKLE [400 GM]	14	NOS	205.36	3220	SAVOURIES	PICKLES
56	23204	ANDHRA MURUKKU 200 GRAMS	523	NOS	98.21	54228.71	SAVOURIES	SAVOURIES - MURUKKU ITEMS [NOS]
57	23204	ANDHRA MURUKKU 200 GRAMS	26	NOS	120.54	3024.67	SAVOURIES	SAVOURIES - MURUKKU ITEMS [NOS]
58	24468	ANDHRA PARUPPU POWDER [100G]	12	NOS	33.9	478	SAVOURIES	SAVOURIES-BLENDED SPICES [PIECE]
59	24467	ANDHRA PARUPPU POWDER [200G]	3	NOS	67.8	240	SAVOURIES	SAVOURIES-BLENDED SPICES [PIECE]
60	55	ANGOOR JAMOON	141.247	KGS	666.67	98872.92	SWEETS	BENGALI SWEETS [KGS]
61	55	ANGOOR JAMOON	7.5	KGS	819.05	5495.31	SWEETS	BENGALI SWEETS [KGS]
62	81	ANJAL KING	4.55	KGS	1333.33	6370	SWEETS	DRY FRUIT SWEETS [KGS]
63	81	ANJAL KING	0.25	KGS	1619.05	347.23	SWEETS	DRY FRUIT SWEETS [KGS]
64	1238	APPALAM [SALE]	148	NOS	10	1554	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
65	278	APPLE JUICE	28	NOS	125	3675	JUICE & MILK SHAKES	FRESH JUICE
66	278	APPLE JUICE	73	NOS	130	9964.5	JUICE & MILK SHAKES	FRESH JUICE
67	206	APPLE MILK SHAKE	1	NOS	145	152.25	JUICE & MILK SHAKES	MILK SHAKES
68	1512	ASSORTED BENGALI SWEETS [250 GMS]	32	NOS	166.67	5600.12	SWEETS	ASSORTED
69	8318	ASSORTED CHOCOLATE [100 GMS]	26	NOS	108.47	3327.75	BAKERY	PASTRIES
70	8317	ASSORTED CHOCOLATE [50 GMS]	28	NOS	54.24	1792.03	BAKERY	PASTRIES
71	1503	ASSORTED DRY FRUIT SWEETS [250 GMS]	94	NOS	333.33	32899.78	SWEETS	ASSORTED
72	1503	ASSORTED DRY FRUIT SWEETS [250 GMS]	12	NOS	409.52	4358.28	SWEETS	ASSORTED
73	1502	ASSORTED DRY FRUIT SWEETS [500 GMS]	67	NOS	666.67	46900.13	SWEETS	ASSORTED
74	1502	ASSORTED DRY FRUIT SWEETS [500 GMS]	8	NOS	819.05	5719.01	SWEETS	ASSORTED
75	25	ASSORTED GHEE SWEET [1 KG]	1	NOS	666.67	700	SWEETS	ASSORTED
76	25	ASSORTED GHEE SWEET [1 KG]	4	NOS	790.08	2521.93	SWEETS	ASSORTED
77	1509	ASSORTED GHEE SWEETS [250 GMS]	21	NOS	166.67	3675.06	SWEETS	ASSORTED
78	1509	ASSORTED GHEE SWEETS [250 GMS]	36	NOS	204.76	6471.04	SWEETS	ASSORTED
79	1508	ASSORTED GHEE SWEETS [500 GMS]	42	NOS	333.33	14699.93	SWEETS	ASSORTED
80	1508	ASSORTED GHEE SWEETS [500 GMS]	11	NOS	409.52	3752.46	SWEETS	ASSORTED
81	2	ASSORTED MILK SWEETS [1 KG]	6	NOS	666.67	4200.01	SWEETS	ASSORTED
82	23561	ASSORTED MILK SWEETS [250 GMS]	23	NOS	166.67	4025.04	SWEETS	ASSORTED
83	23560	ASSORTED MILK SWEETS [500 GMS]	27	NOS	333.33	9449.95	SWEETS	ASSORTED
84	1499	ASSORTED SPL MILK SWEETS [250 GMS]	128	NOS	166.67	22400.25	SWEETS	ASSORTED
85	1498	ASSORTED SPL MILK SWEETS [500 GMS]	90	NOS	333.34	31500.76	SWEETS	ASSORTED
86	1	ASSORTED SWEETS [1 KG]	23	NOS	666.67	16100.01	SWEETS	ASSORTED
87	401	ASSORTED SWEETS [250 GMS]	335	NOS	166.67	58617.15	SWEETS	ASSORTED
88	401	ASSORTED SWEETS [250 GMS]	33	NOS	204.76	5940.36	SWEETS	ASSORTED
89	402	ASSORTED SWEETS [500 GMS]	277	NOS	333.33	96949.5	SWEETS	ASSORTED
90	402	ASSORTED SWEETS [500 GMS]	4	NOS	409.52	1485.25	SWEETS	ASSORTED
91	41	ATHIRASAM	23.715	KGS	628.57	15651.9	SWEETS	GHEE SWEETS [KGS]
92	41	ATHIRASAM	5.75	KGS	771.43	3972.8	SWEETS	GHEE SWEETS [KGS]
93	1913	BABY CORN 65	2	NOS	230	483	CHINESE	CHINESE STARTERS
94	1913	BABY CORN 65	65	NOS	235	16038.75	CHINESE	CHINESE STARTERS
95	1913	BABY CORN 65	9	NOS	250	1952.56	CHINESE	CHINESE STARTERS
96	7398	BABY CORN MASALA	1	NOS	260	273	NORTH INDIAN	SUBJEES
97	8778	BABY CORN MUNCHURIAN DRY	2	NOS	235	493.5	CHINESE	CHINESE - DRY & GRAVY
98	8778	BABY CORN MUNCHURIAN DRY	13	NOS	240	3276	CHINESE	CHINESE - DRY & GRAVY
99	8778	BABY CORN MUNCHURIAN DRY	13	NOS	270	3137.28	CHINESE	CHINESE - DRY & GRAVY
100	1242	BABY CORN MUNCHURIAN GRAVY	1	NOS	245	257.25	CHINESE	CHINESE - DRY & GRAVY
101	1242	BABY CORN MUNCHURIAN GRAVY	1	NOS	250	262.5	CHINESE	CHINESE - DRY & GRAVY
102	1661	BABY CORN MUSHROOM MASALA	16	NOS	270	4536	NORTH INDIAN	SUBJEES
103	1025	BABY CORN PEPPER FRY	3	NOS	225	708.75	CHINESE	CHINESE SPL STARTERS
104	1025	BABY CORN PEPPER FRY	51	NOS	230	12316.5	CHINESE	CHINESE SPL STARTERS
105	1025	BABY CORN PEPPER FRY	13	NOS	260	2910.68	CHINESE	CHINESE SPL STARTERS
106	8800	BADAM CAKE	14.785	KGS	1333.33	20699	SWEETS	DRY FRUIT SWEETS [KGS]
107	8800	BADAM CAKE	0.75	KGS	1619.05	1061.22	SWEETS	DRY FRUIT SWEETS [KGS]
108	8240	BADAM GHEE BISCUITS 250 Gms- COOKIES	53	NOS	169.49	10600	BAKERY	COOKIES
109	43	BADAM HALWA	12.02	KGS	1333.33	16810.5	SWEETS	DRY FRUIT SWEETS [KGS]
110	43	BADAM HALWA	0.75	KGS	1619.05	1109.25	SWEETS	DRY FRUIT SWEETS [KGS]
111	8913	BADAM MILK READY MIX [200GM]	8	NOS	135.59	1280	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
112	8913	BADAM MILK READY MIX [200GM]	3	NOS	169.49	484.46	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
113	8914	BADAM MILK READY MIX [500GM]	10	NOS	338.98	4000	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
114	32	BADUSHA	88.585	KGS	666.67	61694.51	SWEETS	GHEE SWEETS [KGS]
115	32	BADUSHA	10.75	KGS	819.05	7611.26	SWEETS	GHEE SWEETS [KGS]
116	40982	BAKED RASAGULLA	12	NOS	40	504	SWEETS	BENGALI SWEETS [NOS]
117	21626	BAKLAWA ASSORTED SWEETS	11.375	KGS	1142.86	13650	SWEETS	ASSORTED
118	123	BANANA CHIPS	1.705	KGS	571.43	1091.2	SAVOURIES	SAVOURIES - CHIPS ITEMS [KGS]
119	8584	BANANA CHIPS(250GM)	123	NOS	142.86	19680	SAVOURIES	SAVOURIES - CHIPS ITEMS [NOS]
120	8584	BANANA CHIPS(250GM)	25	NOS	156.25	3524.49	SAVOURIES	SAVOURIES - CHIPS ITEMS [NOS]
121	28	BANARAS SOAN PAPDI	13.02	KGS	666.67	9114	SWEETS	GHEE SWEETS [KGS]
122	142	BHEL PURI	173	NOS	90	16348.5	CHAT	CHAT SPECIALITIES
123	142	BHEL PURI	169	NOS	95	16857.75	CHAT	CHAT SPECIALITIES
124	142	BHEL PURI	55	NOS	100	4805.72	CHAT	CHAT SPECIALITIES
125	24326	BITTER GOURD CHIPS(200G)	52	NOS	107.14	6240	SAVOURIES	PACKED - SAVOURIES
126	24326	BITTER GOURD CHIPS(200G)	27	NOS	133.93	3503.41	SAVOURIES	PACKED - SAVOURIES
127	8691	BITTER GOURD THOKKU 400 GRAM	4	NOS	196.43	880	SAVOURIES	RICE MIXES
128	653	BLACK CURRENT ICE CREAM	6	NOS	120	756	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
129	653	BLACK CURRENT ICE CREAM	32	NOS	125	4200	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
130	1222	BLACK CURRENT MILK SHAKE	7	NOS	160	1176	JUICE & MILK SHAKES	MILK SHAKES
131	1222	BLACK CURRENT MILK SHAKE	6	NOS	165	1039.5	JUICE & MILK SHAKES	MILK SHAKES
132	50	BOMBAY HALWA	15.35	KGS	666.67	10745	SWEETS	GHEE SWEETS [KGS]
133	50	BOMBAY HALWA	0.25	KGS	819.05	173.03	SWEETS	GHEE SWEETS [KGS]
134	879	BONDA	461	NOS	50	24202.5	SOUTH INDIAN	VADAI VARIETIES
135	8816	BREAK FAST - LIGHT (I) (SERV)	85	NOS	250	22312.5	PARTY HALL MENU ITEMS	PARTY HALL MENU ITEMS
136	8692	BRINJAL THOKKU 400 GRAM	9	NOS	205.36	2070	SAVOURIES	RICE MIXES
137	8692	BRINJAL THOKKU 400 GRAM	1	NOS	258.93	202.39	SAVOURIES	RICE MIXES
138	816	BUTTER DOSAI	5	NOS	125	656.25	SOUTH INDIAN	DOSA VARIETIES
139	8814	BUTTER JAM BUN (1PCS)	8	NOS	35	280	BAKERY	BREAD
140	1241	BUTTER MILK	103	NOS	50	5407.5	JUICE & MILK SHAKES	JUICE & MILK SHAKES - JUICE
141	22215	BUTTER MURUKKU 200 GRAMS	288	NOS	89.29	28800	SAVOURIES	PACKED - SAVOURIES
142	22215	BUTTER MURUKKU 200 GRAMS	45	NOS	111.61	4756.22	SAVOURIES	PACKED - SAVOURIES
143	917	BUTTER NAAN	64	NOS	80	5376	TANDOORI	TANDOORI BREAD
144	917	BUTTER NAAN	717	NOS	85	63974.4	TANDOORI	TANDOORI BREAD
145	917	BUTTER NAAN	143	NOS	95	11452.7	TANDOORI	TANDOORI BREAD
146	920	BUTTER ROTI	31	NOS	70	2278.5	TANDOORI	TANDOORI BREAD
147	920	BUTTER ROTI	253	NOS	75	19923.75	TANDOORI	TANDOORI BREAD
148	920	BUTTER ROTI	49	NOS	90	3698.99	TANDOORI	TANDOORI BREAD
149	696	BUTTER SCOTCH ICE CREAM (PER SCOOP)	17	NOS	120	2142	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
150	696	BUTTER SCOTCH ICE CREAM (PER SCOOP)	83	NOS	125	10893.75	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
151	214	BUTTER SCOTCH MILK SHAKE	26	NOS	160	4368	JUICE & MILK SHAKES	MILK SHAKES
152	214	BUTTER SCOTCH MILK SHAKE	44	NOS	165	7623	JUICE & MILK SHAKES	MILK SHAKES
153	1864	BUTTER SCOTCH MILK SHAKE (WOI)	1	NOS	160	168	JUICE & MILK SHAKES	MILK SHAKES
154	1864	BUTTER SCOTCH MILK SHAKE (WOI)	2	NOS	165	346.5	JUICE & MILK SHAKES	MILK SHAKES
155	24905	CASHEW MASALA	12	NOS	310	3906	NORTH INDIAN	NORTH INDIAN SPECIALITIES
156	8789	CASHEW PEAS MASALA	1	NOS	285	299.25	NORTH INDIAN	SUBJEES
157	8789	CASHEW PEAS MASALA	7	NOS	290	2131.5	NORTH INDIAN	SUBJEES
158	8789	CASHEW PEAS MASALA	4	NOS	310	1018.85	NORTH INDIAN	SUBJEES
159	7421	CASHEW PULAO	3	KGS	255	803.25	NORTH INDIAN	BASUMATI SPECIAL
160	7421	CASHEW PULAO	21	KGS	260	5733	NORTH INDIAN	BASUMATI SPECIAL
161	45	CASHEWNUT HALWA	32.19	KGS	904.76	29155.47	SWEETS	DRY FRUIT SWEETS [KGS]
162	45	CASHEWNUT HALWA	2.5	KGS	1095.24	2286.91	SWEETS	DRY FRUIT SWEETS [KGS]
163	57	CHAM CHAM	12.545	KGS	666.67	8781.5	SWEETS	BENGALI SWEETS [KGS]
164	58	CHAMPAKALI	9.44	KGS	666.67	6608	SWEETS	BENGALI SWEETS [KGS]
165	33	CHANDRA KALA	74.02	KGS	666.67	51814	SWEETS	GHEE SWEETS [KGS]
166	33	CHANDRA KALA	6	KGS	819.05	4425.47	SWEETS	GHEE SWEETS [KGS]
167	881	CHAPATHI WITH KURMA	1480	NOS	85	132005.23	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
168	881	CHAPATHI WITH KURMA	313	NOS	105	29200.6	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
169	1077	CHAPPATHI [EACH]	174	NOS	42.5	7765.3	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
170	8030	CHEESE PAROTTA	24	NOS	115	2898	SOUTH INDIAN	PARATHA VARIETIES
171	406	CHEESE PAV BAJJI	16	NOS	150	2520	CHAT	PAV BHAJI
172	406	CHEESE PAV BAJJI	33	NOS	155	5370.75	CHAT	PAV BHAJI
173	173	CHEESE SANDWICH	3	NOS	100	315	PIZZA & SANDWICH	SANDWICH
174	173	CHEESE SANDWICH	44	NOS	105	4851	PIZZA & SANDWICH	SANDWICH
175	149	CHENNA MASALA	52	NOS	110	6006	CHAT	CHAT SPECIALITIES
176	149	CHENNA MASALA	44	NOS	115	5313	CHAT	CHAT SPECIALITIES
177	221	CHIKKU JUICE	4	NOS	100	420	JUICE & MILK SHAKES	FRESH JUICE
178	221	CHIKKU JUICE	5	NOS	105	551.25	JUICE & MILK SHAKES	FRESH JUICE
179	1281	CHILLI BAJJI [2 Nos]	23	NOS	50	1207.5	SOUTH INDIAN	BAJJI
180	7102	CHILLI PANNEER	9	NOS	230	2173.5	CHINESE	CHINESE STARTERS
181	7102	CHILLI PANNEER	2	NOS	235	493.5	CHINESE	CHINESE STARTERS
182	7102	CHILLI PANNEER	15	NOS	275	3512.34	CHINESE	CHINESE STARTERS
183	1236	CHILLY BABY CORN	10	NOS	220	2310	CHINESE	CHINESE - DRY & GRAVY
184	455	CHILLY CHEESE TOAST	5	NOS	120	630	PIZZA & SANDWICH	SANDWICH
185	455	CHILLY CHEESE TOAST	23	NOS	125	3018.75	PIZZA & SANDWICH	SANDWICH
186	1031	CHILLY GOBI	1	NOS	225	236.25	CHINESE	CHINESE - DRY & GRAVY
187	1031	CHILLY GOBI	8	NOS	230	1932	CHINESE	CHINESE - DRY & GRAVY
188	7274	CHILLY IDLY	4	NOS	145	609	SOUTH INDIAN	IDLY VARIETIES
189	7274	CHILLY IDLY	61	NOS	150	9607.5	SOUTH INDIAN	IDLY VARIETIES
190	1276	CHILLY MUSHROOM DRY	2	NOS	245	514.5	CHINESE	CHINESE - DRY & GRAVY
191	1276	CHILLY MUSHROOM DRY	4	NOS	250	1050	CHINESE	CHINESE - DRY & GRAVY
192	8780	CHILLY PANEER DRY	42	NOS	230	10143	CHINESE	CHINESE - DRY & GRAVY
193	8780	CHILLY PANEER DRY	7	NOS	235	1727.25	CHINESE	CHINESE - DRY & GRAVY
194	1030	CHILLY PANEER GRAVY	10	NOS	240	2520	CHINESE	CHINESE - DRY & GRAVY
195	974	CHILLY PAROTTA	41	NOS	165	7103.25	SOUTH INDIAN	PARATHA VARIETIES
196	974	CHILLY PAROTTA	286	NOS	170	51051	SOUTH INDIAN	PARATHA VARIETIES
197	659	CHOCOLATE (PER SCOOP)	7	NOS	105	771.75	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
198	21612	CHOCOLATE BITE	0.445	KGS	1047.62	489.5	SWEETS	DRY FRUIT SWEETS [KGS]
199	4	CHOCOLATE BURFI	12.285	KGS	666.67	8599.5	SWEETS	MILK SWEETS [KGS]
200	4	CHOCOLATE BURFI	0.5	KGS	819.05	310.76	SWEETS	MILK SWEETS [KGS]
201	23485	CHOCOLATE CHIPS COOKIES 200 GMS	4	NOS	114.41	540	BAKERY	BISCUITS
202	21676	CHOCOLATE CHIPS COOKIES 100 GRMS	10	NOS	59.32	700	BAKERY	COOKIES
203	8156	CHOCOLATE DONUT	44	NOS	42.37	2199.91	BAKERY	DONUT
204	690	CHOCOLATE ICE CREAM	14	NOS	100	1470	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
205	690	CHOCOLATE ICE CREAM	78	NOS	105	8599.5	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
206	207	CHOCOLATE MILK SHAKE	27	NOS	140	3969	JUICE & MILK SHAKES	MILK SHAKES
207	207	CHOCOLATE MILK SHAKE	95	NOS	145	14463.75	JUICE & MILK SHAKES	MILK SHAKES
208	8407	CHOCOLATE MILK SHAKE (WOI)	4	NOS	145	609	JUICE & MILK SHAKES	MILK SHAKES
209	8696	CHOCOLATE MILK SHAKE WITH ICE CREAM	1	NOS	155	162.75	JUICE & MILK SHAKES	MILK SHAKES
210	27	CHOCOLATE SOAN PAPDI	0.89	KGS	666.67	623	SWEETS	GHEE SWEETS [KGS]
211	483	CHOLA BATURA	631	NOS	110	72868.96	CHAT	CHAT SPECIALITIES
212	483	CHOLA BATURA	104	NOS	140	12482.07	CHAT	CHAT SPECIALITIES
213	161	CHOLA SAMOSA	116	NOS	100	12180	CHAT	SAMOSA
214	161	CHOLA SAMOSA	64	NOS	105	7056	CHAT	SAMOSA
215	21675	COCONUT BISCUITS 100GRMS	5	NOS	63.56	375	BAKERY	COOKIES
216	23486	COCONUT BISCUITS 200GMS	10	NOS	122.88	1450	BAKERY	BISCUITS
217	6	COCONUT BURFI	17.785	KGS	666.67	11889.53	SWEETS	GHEE SWEETS [KGS]
218	6	COCONUT BURFI	2.25	KGS	819.05	1519.66	SWEETS	GHEE SWEETS [KGS]
219	41151	COCONUT MILK THENKUZHAL 200GM	38	NOS	98.21	4180	SAVOURIES	PACKED - SAVOURIES
220	40990	COCONUT OIL THATTAI (200GM)	53	NOS	107.14	6360	SAVOURIES	PACKED - SAVOURIES
221	40992	COCONUT OIL HAND MURUKKU (200GM)	165	NOS	107.14	19800	SAVOURIES	PACKED - SAVOURIES
222	40993	COCONUT OIL MASALA CASHEW PAKODA 200GM	230	NOS	196.43	50600	SAVOURIES	PACKED - SAVOURIES
223	40991	COCONUT OIL RPM THATTAI (200 GM)	77	NOS	107.14	9240	SAVOURIES	PACKED - SAVOURIES
224	132	COCONUT POLI	702	NOS	45	33169.5	CHAT	POLI
225	132	COCONUT POLI	98	NOS	50	5145	CHAT	POLI
226	24342	COFEE BREAD	8	NOS	60	480	BAKERY	BREAD
227	908	COFFEE	4714	NOS	35	173239.5	SOUTH INDIAN	HOT DRINKS
228	908	COFFEE	311	NOS	38.09	12437.84	SOUTH INDIAN	HOT DRINKS
229	908	COFFEE	5931	NOS	40	249030.6	SOUTH INDIAN	HOT DRINKS
230	20760	COFFEE POWDER [100 GMS]	103	NOS	66.67	7210	SAVOURIES	A2B COFFEE MIX [PIECE]
231	20760	COFFEE POWDER [100 GMS]	26	NOS	85.71	1939	SAVOURIES	A2B COFFEE MIX [PIECE]
232	20761	COFFEE POWDER [200 GMS]	173	NOS	128.57	23355	SAVOURIES	A2B COFFEE MIX [PIECE]
233	20761	COFFEE POWDER [200 GMS]	27	NOS	161.9	3820.39	SAVOURIES	A2B COFFEE MIX [PIECE]
234	24316	CORNFLEX MIXTURE 150 GMS	179	NOS	80.36	16110	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
235	24316	CORNFLEX MIXTURE 150 GMS	34	NOS	102.68	3463.36	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
236	21312	CREAM BUN [50 GRAM]	22	NOS	25.42	659.95	BAKERY	BREAD
237	1070	CREAM OF MUSHROOM/VEG SOUP	122	NOS	115	14731.5	CHINESE	SOUPS
238	888	CURD RICE	811	NOS	85	72381.75	SOUTH INDIAN	VARIETY RICE
239	888	CURD RICE	359	NOS	100	32772.61	SOUTH INDIAN	VARIETY RICE
240	851	CURD VADAI [1 PC]	267	NOS	50	14017.5	SOUTH INDIAN	VADAI VARIETIES
241	851	CURD VADAI [1 PC]	414	NOS	55	23908.5	SOUTH INDIAN	VADAI VARIETIES
242	126	CUTLET EACH	10	NOS	35	385.7	CHAT	SPL.CALCUTTA
243	234	DAHI BHEL PURI	10	NOS	100	1050	CHAT	DAHI ITEMS
244	234	DAHI BHEL PURI	17	NOS	105	1874.25	CHAT	DAHI ITEMS
245	234	DAHI BHEL PURI	12	NOS	115	1120.94	CHAT	DAHI ITEMS
246	40984	DATES JAGGERY MYSORE PAUK	6.45	KGS	714.29	4837.51	SWEETS	GHEE SWEETS [KGS]
247	274	DELHI SOAN PAPDI [250 GMS]	67	NOS	152.38	10720	SWEETS	SP-SWEETS
248	274	DELHI SOAN PAPDI [250 GMS]	4	NOS	176.19	576.4	SWEETS	SP-SWEETS
249	1441	DELHI SOAN PAPDI [500 GMS]	15	NOS	304.76	4800	SWEETS	SP-SWEETS
250	151	DHAI PAPDI  CHAAT	50	NOS	100	5250	CHAT	DAHI ITEMS
251	151	DHAI PAPDI  CHAAT	74	NOS	105	8158.5	CHAT	DAHI ITEMS
252	151	DHAI PAPDI  CHAAT	20	NOS	115	2002.32	CHAT	DAHI ITEMS
253	277	DHAI PURI	130	NOS	100	13650	CHAT	DAHI ITEMS
254	277	DHAI PURI	144	NOS	105	15876	CHAT	DAHI ITEMS
255	277	DHAI PURI	19	NOS	115	1945.47	CHAT	DAHI ITEMS
256	1095	DHAL FRY	4	NOS	215	903	NORTH INDIAN	SUBJEES
257	1095	DHAL FRY	37	NOS	220	8547	NORTH INDIAN	SUBJEES
258	1095	DHAL FRY	8	NOS	250	1718.31	NORTH INDIAN	SUBJEES
259	7360	DHAL PALAK	1	NOS	230	241.5	NORTH INDIAN	PALAK
260	1038	DHAL THADKA	1	NOS	225	236.25	NORTH INDIAN	SUBJEES
261	1038	DHAL THADKA	46	NOS	230	11109	NORTH INDIAN	SUBJEES
